FileName,difficulty,diff,JPName,ENName,Vintage,SongName,Artist,Difficulty,Length,easy,med,hard,very hard,Genres,Tags
Durarara!!×2 Ten - Day you laugh by Toshiyuki Toyonaga,medium,medium,Durarara!!×2 Ten,Durarara!! ×2 The Second Arc,Summer 2015,Day you laugh,Toshiyuki Toyonaga,43,"87,384",,,,,Action; Mystery; Supernatural,Urban Fantasy; Gangs; Achronological Order
Gatchaman Crowds - Crowds by WHITE ASH,medium,medium,Gatchaman Crowds,Gatchaman Crowds,Summer 2013,Crowds,WHITE ASH,43,"77,448",,,,,Action; Adventure; Sci-Fi,Aliens; Henshin; Female Protagonist; Superhero
Gekijouban Non Non Biyori Vacation - Ao no Rakugaki by nano.RIPE,medium,medium,Gekijouban Non Non Biyori Vacation,Gekijouban Non Non Biyori Vacation,Summer 2018,Ao no Rakugaki,nano.RIPE,43,"100,2",,,,,,
Granblue Fantasy the Animation Season 2 - Stay With Me by Seven Billion Dots,medium,medium,Granblue Fantasy the Animation Season 2,Granblue Fantasy the Animation Season 2,Fall 2019,Stay With Me,Seven Billion Dots,43,"89,112",,,,,Adventure; Fantasy,Magic; Gods; Ensemble Cast
"Healer Girl - Feel You, Heal You by Healer Girls",medium,medium,Healer Girl,Healer Girl,Spring 2022,"Feel You, Heal You",Healer Girls,43,"90,552",,,,,Music; Slice of Life; Supernatural,Primarily Female Cast; Musical Theater; Female Protagonist; Cute Girls Doing Cute Things; Magic; Iyashikei; Primarily Teen Cast
Hikikomari Kyuuketsuki no Monmon - Red Liberation by fripSide,medium,medium,Hikikomari Kyuuketsuki no Monmon,The Vexations of a Shut-In Vampire Princess,Fall 2023,Red Liberation,fripSide,43,"89,088",,,,,Action; Comedy; Fantasy,Military; Vampire; Terrorism; Female Protagonist; Yuri; Female Harem; Magic; Love Triangle; War
Hinamatsuri - Distance by Rie Murakawa,medium,medium,Hinamatsuri,Hinamatsuri,Spring 2018,Distance,Rie Murakawa,43,"88,032",,,,,Comedy; Sci-Fi; Slice of Life; Supernatural,Found Family; Family Life; Adoption; Ensemble Cast; Parenthood
Hitsugi no Chaika - DARAKENA by Iori Nomizu,medium,medium,Hitsugi no Chaika,Chaika: The Coffin Princess,Spring 2014,DARAKENA,Iori Nomizu,43,"89,051",,,,,Action; Adventure; Comedy; Fantasy,Magic; Fugitive; Memory Manipulation; Travel; Female Protagonist
Hoshikuzu Telepath - Ten to Sen by Miku Itou,medium,medium,Hoshikuzu Telepath,Stardust Telepath,Fall 2023,Ten to Sen,Miku Itou,43,"89,04",,,,,Comedy; Drama; Slice of Life,Primarily Female Cast; Cute Girls Doing Cute Things; Female Protagonist; Aliens; School Club; Coming of Age; Primarily Teen Cast; LGBTQ+ Themes; Educational
Inou-Battle wa Nichijou-kei no Naka de - OVERLAPPERS by Qverktett,medium,medium,Inou-Battle wa Nichijou-kei no Naka de,When Supernatural Battles Became Commonplace,Fall 2014,OVERLAPPERS,Qverktett:||,43,"88,584",,,,,Comedy; Fantasy; Romance; Slice of Life; Supernatural,Chuunibyou; School; School Club; Female Harem; Super Power; Urban Fantasy; Primarily Female Cast
Isekai Maou to Shoukan Shoujo no Dorei Majutsu - DeCIDE by SUMMONERS 2+,medium,medium,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,How Not to Summon a Demon Lord,Summer 2018,DeCIDE,SUMMONERS 2+,43,"88,536",,,,,Comedy; Ecchi; Fantasy,Isekai; Magic; Female Harem; Male Protagonist; Anti-Hero
K Return of Kings - Asymmetry by Yui Horie,medium,medium,K: Return of Kings,K: Return of Kings,Fall 2015,Asymmetry,Yui Horie,43,"89,04",,,,,Action; Supernatural,Gangs; Super Power; Urban; Urban Fantasy; Swordplay
Karakai Jouzu no Takagi-san 3 - Massugu ~Lalala ver.~ by Yuiko Ohara,medium,medium,Karakai Jouzu no Takagi-san 3,Teasing Master Takagi-san 3,Winter 2022,Massugu ~Lalala ver.~,Yuiko Ohara,43,"89,904",,,,,Comedy; Romance; Slice of Life,Primarily Child Cast; Episodic; School; Heterosexual; Ensemble Cast
Kemono Jihen - Kemono Michi by Daisuke Ono,medium,medium,Kemono Jihen,Kemono Jihen,Winter 2021,Kemono Michi,Daisuke Ono,43,"88,704",,,,,Action; Drama; Mystery; Supernatural,Monster Boy; Primarily Child Cast; Youkai; Male Protagonist; Demons; Urban Fantasy; Kemonomimi; Shounen; Femboy; Primarily Male Cast; Detective
Macross Frontier - Ai Oboete Imasu ka ~bless the little queen by Megumi Nakajima,medium,medium,Macross Frontier,Macross Frontier,Spring 2008,Ai Oboete Imasu ka ~bless the little queen,Megumi Nakajima,43,"33,96",,,,,Action; Mecha; Music; Romance; Sci-Fi,Space Opera; Love Triangle; Idol; Military; Real Robot; Space; Aliens; Anti-Hero; Amnesia
Magia Record Mahou Shoujo Madoka☆Magica Gaiden Final Season - Asaki Yume no Akatsuki - Careless by ClariS,medium,medium,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Final Season - Asaki Yume no Akatsuki,Magia Record: Puella Magi Madoka Magica Side Story Final Season - The Dawn of the Ephemeral Dream,Spring 2022,Careless,ClariS,43,"90,048",,,,,Drama; Mahou Shoujo; Psychological; Thriller,Tragedy; Magic; Witch; Ensemble Cast; Henshin
Mahou Shoujo Lyrical Nanoha - innocent starter by Nana Mizuki,medium,medium,Mahou Shoujo Lyrical Nanoha,Magical Girl Lyrical Nanoha,Fall 2004,innocent starter,Nana Mizuki,43,"103,944",,,,,Action; Comedy; Drama; Fantasy; Mahou Shoujo,Super Power; Female Protagonist; Urban Fantasy; Magic; Henshin; Primarily Female Cast; Primarily Child Cast; Memory Manipulation; Artificial Intelligence; Military; Robots; Kemonomimi; Spearplay; Coastal; Urban; Animals
Mahou Shoujo Site - Changing point by Ryusei Nakao,medium,medium,Mahou Shoujo Site,Magical Girl Site,Spring 2018,Changing point,Ryusei Nakao,43,"88,32",,,,,Action; Drama; Horror; Mahou Shoujo; Psychological; Supernatural,Magic; Female Protagonist; Bullying; Primarily Female Cast; Tragedy; Battle Royale
Mirai no Mirai - Mirai no Theme by Tatsuro Yamashita,medium,medium,Mirai no Mirai,Mirai,Summer 2018,Mirai no Theme,Tatsuro Yamashita,43,"115,416",,,,,Adventure; Comedy; Drama; Fantasy; Slice of Life,Family Life; Urban Fantasy; Time Manipulation; Coming of Age
"Nekopara - Shiny Happy Days by Yuki Yagi, Iori Saeki, Shiori Izawa, Miku Itou, Yuri Noguchi, Marin Mizutani",medium,medium,Nekopara,Nekopara,Winter 2020,Shiny Happy Days,"Yuki Yagi, Iori Saeki, Shiori Izawa, Miku Itou, Yuri Noguchi, Marin Mizutani",43,"89,28",,,,,Comedy; Slice of Life,Nekomimi; Cute Girls Doing Cute Things; Primarily Female Cast; Kemonomimi; Maids; Episodic
One Piece - Hard Knock Days by GENERATIONS from EXILE TRIBE,medium,medium,One Piece,One Piece,Fall 1999,Hard Knock Days,GENERATIONS from EXILE TRIBE,43,"149,736",,,,,Action; Adventure; Comedy; Drama; Fantasy,Pirates; Travel; Ensemble Cast; Shounen; Super Power; Found Family; Male Protagonist; Conspiracy; Slapstick; Ships; Tragedy; Time Skip; Slavery; War; Politics
Ore Monogatari!! - Miraikei Answer by TRUSTRICK,medium,medium,Ore Monogatari!!,My Love Story!!,Spring 2015,Miraikei Answer,TRUSTRICK,43,"89,04",,,,,Comedy; Romance,Shoujo; Male Protagonist; Heterosexual
Perfect Blue - Omoide ni Dakarete Ima wa by MISA,medium,medium,Perfect Blue,Perfect Blue,Winter 1997,Omoide ni Dakarete Ima wa,MISA,43,"65,208",,,,,Drama; Horror; Psychological; Thriller,Dissociative Identities; Denpa; Female Protagonist; Acting; Idol; Primarily Adult Cast; Meta; Work; Filmmaking
Plastic Nee-san - Plastic☆Shikou by ULTRA-PRISM,medium,medium,Plastic Nee-san,+Tic Elder Sister,Spring 2011,Plastic☆Shikou,ULTRA-PRISM,43,"89,232",,,,,Comedy; Ecchi,Surreal Comedy; Slapstick; Episodic; Female Protagonist; Primarily Female Cast; School; Cute Girls Doing Cute Things
Prince of Stride Alternative - STRIDER'S HIGH by OxT,medium,medium,Prince of Stride: Alternative,Prince of Stride: Alternative,Winter 2016,STRIDER'S HIGH,OxT,43,"89,256",,,,,Sports,Athletics; Parkour; Male Protagonist; School Club; Idol; Primarily Teen Cast
Princess Tutu - Morning Grace by Ritsuko Okazaki,medium,medium,Princess Tutu,Princess Tutu,Summer 2002,Morning Grace,Ritsuko Okazaki,43,"105,048",,,,,Drama; Fantasy; Mahou Shoujo; Mystery; Psychological; Romance,Fairy Tale; Dancing; Meta; Henshin; Writing; Unrequited Love; Female Protagonist; Philosophy; Kuudere; Boarding School; Surreal Comedy; Tragedy; Anthropomorphism; Magic
RWBY Hyousetsu Teikoku - Beyond Selves by Void_Chords feat. L,medium,medium,RWBY: Hyousetsu Teikoku,RWBY: Ice Queendom,Summer 2022,Beyond Selves,Void_Chords feat. L,43,"87,168",,,,,Action; Fantasy; Sci-Fi,Ensemble Cast; Fairy Tale; Super Power; Primarily Female Cast; School; Female Protagonist; Guns; Ojou-sama; Motorcycles; Magic
Toaru Kagaku no Railgun T - dual existence by fripSide,medium,medium,Toaru Kagaku no Railgun T,A Certain Scientific Railgun T,Winter 2020,dual existence,fripSide,43,"88,704",,,,,Action; Sci-Fi,Ensemble Cast; Super Power; Urban Fantasy; Female Protagonist; Primarily Female Cast; Superhero
"Tonari no Kyuuketsuki-san - †Kyuutie Ladies† by Miyu Tomita, Yuu Sasahara, Lynn, Azumi Waki",medium,medium,Tonari no Kyuuketsuki-san,Ms. Vampire Who Lives in My Neighborhood.,Fall 2018,†Kyuutie Ladies†,"Miyu Tomita, Yuu Sasahara, Lynn, Azumi Waki",43,"87,936",,,,,Comedy; Slice of Life,Cute Girls Doing Cute Things; Primarily Female Cast; Iyashikei; Vampire; Female Protagonist; Monster Girl; Episodic
Trillion Game - Beat the odds by TEAM,medium,medium,Trillion Game,Trillion Game,Fall 2024,Beat the odds,&TEAM,43,"86,828",,,,,Action; Comedy; Drama; Psychological,Economics; Seinen; Primarily Adult Cast; Work
Tsue to Tsurugi no Wistoria - Fire and Fear by PENGUIN RESEARCH,medium,medium,Tsue to Tsurugi no Wistoria,Wistoria: Wand and Sword,Summer 2024,Fire and Fear,PENGUIN RESEARCH,43,"89,304",,,,,Action; Comedy; Drama; Fantasy,Male Protagonist; Magic; Swordplay; Primarily Teen Cast; School; Dungeon
"Uma Musume Pretty Derby - Make debut! by Azumi Waki, Marika Kohno, Machico, Ayaka Ohashi, Chisa Kimura, Hitomi Ueda, Saori Oonishi",medium,medium,Uma Musume: Pretty Derby,Uma Musume: Pretty Derby,Spring 2018,Make debut!,"Azumi Waki, Marika Kohno, Machico, Ayaka Ohashi, Chisa Kimura, Hitomi Ueda, Saori Oonishi",43,"89,136",,,,,Drama; Slice of Life; Sports,Athletics; Kemonomimi; Female Protagonist; Primarily Teen Cast; Primarily Female Cast; Gambling
Adachi to Shimamura - Kimi ni Aeta Hi by Adachi to Shimamura,hard,hard,Adachi to Shimamura,Adachi and Shimamura,Fall 2020,Kimi ni Aeta Hi,Adachi to Shimamura,42,"87,624",,,,,Romance; Slice of Life,Female Protagonist; Primarily Female Cast; Yuri; Coming of Age; LGBTQ+ Themes; Unrequited Love; School
Akagami no Shirayuki-hime - Sono Koe ga Chizu ni Naru by Saori Hayami,hard,hard,Akagami no Shirayuki-hime,Snow White with the Red Hair,Winter 2016,Sono Koe ga Chizu ni Naru,Saori Hayami,42,"89,232",,,,,Drama; Fantasy; Romance,Shoujo; Female Protagonist; Medicine; Heterosexual
Ano Natsu de Matteru - sign by Ray,hard,hard,Ano Natsu de Matteru,Waiting in the Summer,Winter 2012,sign,Ray,42,"89,712",,,,,Comedy; Drama; Romance; Sci-Fi; Slice of Life,Love Triangle; Ensemble Cast; Tragedy; Heterosexual; Coming of Age
Aquarion Evol - Paradoxical ZOO by AKINO with bless4,hard,hard,Aquarion Evol,Aquarion Evol,Winter 2012,Paradoxical ZOO,AKINO with bless4,42,"89,64",,,,,Action; Drama; Fantasy; Mecha; Romance; Sci-Fi,Super Robot; Love Triangle; Transgender
Arakawa Under the Bridge - Title Nante Jibun de Kangaenasai na by Miyuki Sawashiro,hard,hard,Arakawa Under the Bridge,Arakawa Under the Bridge,Spring 2010,Title Nante Jibun de Kangaenasai na,Miyuki Sawashiro,42,"88,848",,,,,Comedy; Romance,Surreal Comedy; Seinen; Ensemble Cast; Male Protagonist; Philosophy; Female Protagonist; Outdoor Activities; Nun
Atri My Dear Moments - Ano Hikari by Nogizaka46,hard,hard,Atri: My Dear Moments,Atri: My Dear Moments,Summer 2024,Ano Hikari,Nogizaka46,42,"86,384",,,,,Drama; Romance; Sci-Fi,Heterosexual; Female Protagonist; Environmental; Robots; Dystopian; Disability; Post-Apocalyptic
Banana Fish - FREEDOM by BLUE ENCOUNT,hard,hard,Banana Fish,Banana Fish,Summer 2018,FREEDOM,BLUE ENCOUNT,42,"88,536",,,,,Action; Drama; Psychological; Thriller,Mafia; Gangs; Tragedy; Crime; Drugs; Conspiracy; Male Protagonist; Urban; Primarily Male Cast; Revenge; Rape; Guns; Criminal Organization; Coming of Age; Foreign; Boys' Love; LGBTQ+ Themes
Bungo Stray Dogs - Tetsu no Ori by GRANRODEO,hard,hard,Bungo Stray Dogs,Bungo Stray Dogs,Summer 2023,Tetsu no Ori,GRANRODEO,42,"88,824",,,,,Action; Comedy; Mystery; Supernatural,Super Power; Crime; Detective; Mafia; Male Protagonist; Urban Fantasy; Classic Literature; Yakuza; Urban
C³ - Endless Story by Yukari Tamura,hard,hard,C³,C3 Anime,Fall 2011,Endless Story,Yukari Tamura,42,"89,544",,,,,Action; Comedy; Ecchi; Supernatural,Primarily Female Cast; Female Harem; Male Protagonist; Urban Fantasy
Cardfight!! Vanguard - Vanguard by JAM Project,hard,hard,Cardfight!! Vanguard,Cardfight!! Vanguard,Winter 2011,Vanguard,JAM Project,42,"88,992",,,,,Action; Adventure; Fantasy,Card Battle; Male Protagonist; Super Power; Primarily Teen Cast
Chihayafuru 3 - COLORFUL by 99RadioService,hard,hard,Chihayafuru 3,Chihayafuru 3,Fall 2019,COLORFUL,99RadioService,42,"69,984",,,,,Drama; Romance; Slice of Life; Sports,Karuta; School Club; Female Protagonist; Josei; Love Triangle
Dead Mount Death Play - Nero by Sou,hard,hard,Dead Mount Death Play,Dead Mount Death Play,Spring 2023,Nero,Sou,42,"87,96",,,,,Action; Fantasy; Supernatural; Thriller,Urban Fantasy; Urban; Crime; Conspiracy; Male Protagonist; Necromancy; Isekai; Magic; Reincarnation; Ghost
Deca-Dence - Theater of Life by Konomi Suzuki,hard,hard,Deca-Dence,Deca-Dence,Summer 2020,Theater of Life,Konomi Suzuki,42,"89,304",,,,,Action; Adventure; Sci-Fi,Dystopian; Post-Apocalyptic; Video Games; Kaiju; Cyborg; Artificial Intelligence; Female Protagonist; Male Protagonist; Coming of Age
Dokyuu Hentai HxEros - Wake Up H×ERO! by HXEROS SYNDROMES feat. Yoshitsugu Matsuoka,hard,hard,Dokyuu Hentai HxEros,Super HxEros,Summer 2020,Wake Up H×ERO!,HXEROS SYNDROMES feat. Yoshitsugu Matsuoka,42,"88,536",,,,,Action; Comedy; Ecchi; Romance; Supernatural,Nudity; Aliens; Superhero; Super Power; Female Harem; Henshin; Urban Fantasy
Engage Kiss - Darekare Scramble by halca,hard,hard,Engage Kiss,Engage Kiss,Summer 2022,Darekare Scramble,halca,42,"89,328",,,,,Action; Comedy; Romance; Supernatural,Demons; Memory Manipulation; Urban Fantasy; Love Triangle; Guns; Heterosexual; Amnesia
Fairy Tail - Fairy Tail ~Yakusoku no Hi~ by Chihiro Yonekura,hard,hard,Fairy Tail,Fairy Tail,Fall 2009,Fairy Tail ~Yakusoku no Hi~,Chihiro Yonekura,42,"89,952",,,,,Action; Adventure; Comedy; Fantasy,Magic; Shounen; Fairy Tale; Found Family; Ensemble Cast; Male Protagonist; Anthropomorphism; Large Breasts; Dragons
Fairy Tail - NEVER-END TALE by Tatsuyuki Kobayashi  Konomi Suzuki,hard,hard,Fairy Tail,Fairy Tail,Spring 2014,NEVER-END TALE,Tatsuyuki Kobayashi & Konomi Suzuki,42,"88,968",,,,,Action; Adventure; Comedy; Fantasy,Magic; Shounen; Fairy Tale; Found Family; Ensemble Cast; Male Protagonist; Anthropomorphism; Large Breasts; Dragons
Full Metal Panic! - tomorrow by Mikuni Shimokawa,hard,hard,Full Metal Panic!,Full Metal Panic!,Winter 2002,tomorrow,Mikuni Shimokawa,42,"90,048",,,,,Action; Comedy; Mecha; Sci-Fi,Military; Guns; Real Robot; Heterosexual
Giji Harem - Blouse by GOHOBI,hard,hard,Giji Harem,Pseudo Harem,Summer 2024,Blouse,GOHOBI,42,"89,515",,,,,Comedy; Romance; Slice of Life,Acting; Heterosexual; Episodic; School; Iyashikei; Female Protagonist; School Club; Parody; Primarily Teen Cast
Gintama - Bakuchi Dancer by DOES,hard,hard,Gintama,Gintama,Spring 2006,Bakuchi Dancer,DOES,42,"85,08",,,,,Action; Comedy; Drama; Sci-Fi,Parody; Ensemble Cast; Samurai; Meta; Slapstick; Found Family; Male Protagonist; Surreal Comedy; Anachronism; Aliens; Episodic; Swordplay
Gintama The Semi-Final - I Wanna Be... by SPYAIR,hard,hard,Gintama: The Semi-Final,Gintama: The Semi-Final,Winter 2021,I Wanna Be...,SPYAIR,42,"89,544",,,,,Action; Comedy,Anachronism; Found Family
Given - Kizuato by centimillimental,hard,hard,Given,Given,Summer 2019,Kizuato,centimillimental,42,"89,376",,,,,Drama; Music; Romance; Slice of Life,Band; Boys' Love; Coming of Age; Male Protagonist; Primarily Male Cast; LGBTQ+ Themes; Primarily Teen Cast
Gleipnir - Altern-ate- by H-el-ical,hard,hard,Gleipnir,Gleipnir,Spring 2020,Altern-ate-,H-el-ical//,42,"89,04",,,,,Action; Ecchi; Mystery; Supernatural,Aliens; Shapeshifting; Memory Manipulation; Death Game; Psychosexual; Urban Fantasy; Anti-Hero; Primarily Teen Cast
Heion Sedai no Idaten-tachi - Seija no Koushin by Tatsuya Kitani,hard,hard,Heion Sedai no Idaten-tachi,The Idaten Deities Know Only Peace,Summer 2021,Seija no Koushin,Tatsuya Kitani,42,"89,784",,,,,Action; Adventure; Fantasy,Demons; Gods; War; Gore; Super Power; Philosophy; Tragedy; Military
Hunter x Hunter - Ohayou. by Keno,hard,hard,Hunter x Hunter,Hunter x Hunter,Fall 1999,Ohayou.,Keno,42,"64,848",,,,,Action; Adventure; Fantasy,Shounen; Ensemble Cast; Super Power; Cultivation; Male Protagonist
Katekyo Hitman Reborn! - BOYS  GIRLS by LM.C,hard,hard,Katekyo Hitman Reborn!,Reborn!,Fall 2006,BOYS & GIRLS,LM.C,42,"88,728",,,,,Action; Comedy,Mafia; Shounen; Super Power; Male Protagonist; Primarily Male Cast; Age Regression; Time Skip
Katekyo Hitman Reborn! - LISTEN TO THE STEREO!! by GOING UNDER GROUND,hard,hard,Katekyo Hitman Reborn!,Reborn!,Fall 2006,LISTEN TO THE STEREO!!,GOING UNDER GROUND,42,"88,656",,,,,Action; Comedy,Mafia; Shounen; Super Power; Male Protagonist; Primarily Male Cast; Age Regression; Time Skip
Kidou Senshi Gundam 00 - Ash Like Snow by the brilliant green,hard,hard,Kidou Senshi Gundam 00,Mobile Suit Gundam 00,Fall 2007,Ash Like Snow,the brilliant green,42,"90,432",,,,,Action; Drama; Mecha; Sci-Fi,Ensemble Cast; Real Robot; Terrorism; Military; Politics; War; Environmental; Dissociative Identities; Space
Kidou Senshi Gundam 00 - DAYBREAK'S BELL by L'Arc~en~Ciel,hard,hard,Kidou Senshi Gundam 00,Mobile Suit Gundam 00,Fall 2007,DAYBREAK'S BELL,L'Arc~en~Ciel,42,"92,328",,,,,Action; Drama; Mecha; Sci-Fi,Ensemble Cast; Real Robot; Terrorism; Military; Politics; War; Environmental; Dissociative Identities; Space
Kujira no Kora wa Sajou ni Utau - Sono Saki e by RIRIKO,hard,hard,Kujira no Kora wa Sajou ni Utau,Children of the Whales,Fall 2017,Sono Saki e,RIRIKO,42,"90,36",,,,,Adventure; Drama; Fantasy; Mystery; Romance; Sci-Fi,Tragedy; Lost Civilization; Magic; Male Protagonist; Dystopian; Ships; Heterosexual; War
Love Live! Superstar!! - Let's be ONE by Liella!,hard,hard,Love Live! Superstar!!,Love Live! Superstar!!,Fall 2024,Let's be ONE,Liella!,42,"89,513",,,,,Music; Slice of Life,Idol; School; Primarily Female Cast; Female Protagonist; Dancing; School Club; Primarily Teen Cast
Macross 7 - SEVENTH MOON by Fire Bomber,hard,hard,Macross 7,Macross 7,Fall 1994,SEVENTH MOON,Fire Bomber,42,"87,792",,,,,Action; Comedy; Drama; Mecha; Music; Sci-Fi,Band; Space; Aliens; Space Opera; Heterosexual; Real Robot; Rock Music; Super Robot; Military
Madan no Ou to Vanadis - Ginsen no Kaze by Konomi Suzuki,hard,hard,Madan no Ou to Vanadis,Lord Marksman and Vanadis,Fall 2014,Ginsen no Kaze,Konomi Suzuki,42,"89,208",,,,,Adventure; Ecchi; Fantasy; Romance,Female Harem; Dragons; Magic; Medieval; War
Magi The Kingdom of Magic - ANNIVERSARY by SID,hard,hard,Magi: The Kingdom of Magic,Magi: The Kingdom of Magic,Fall 2013,ANNIVERSARY,SID,42,"89,304",,,,,Action; Adventure; Fantasy,Magic; Shounen; Foreign; Male Protagonist; Desert
Magi The Labyrinth of Magic - Matataku Hoshi no Shita de by Porno Graffitti,hard,hard,Magi: The Labyrinth of Magic,Magi: The Labyrinth of Magic,Fall 2012,Matataku Hoshi no Shita de,Porno Graffitti,42,"92,64",,,,,Action; Adventure; Fantasy,Magic; Shounen; Male Protagonist; Politics; Royal Affairs; Tragedy; Dungeon; Desert; War
Mahouka Koukou no Rettousei Raihousha-hen - Howling by ASCA,hard,hard,Mahouka Koukou no Rettousei: Raihousha-hen,The Irregular at Magic High School Season 2,Fall 2020,Howling,ASCA,42,"89,544",,,,,Action; Romance; Sci-Fi; Supernatural,Magic; School; Espionage
Maou Gakuin no Futekigousha II - Maou by BURNOUT SYNDROMES×Nao Touyama,hard,hard,Maou Gakuin no Futekigousha II,The Misfit of Demon King Academy II,Spring 2024,Maou,BURNOUT SYNDROMES×Nao Touyama,42,"89,305",,,,,Action; Fantasy,Demons; Male Protagonist; Magic; School; Reincarnation; Twins
"Masamune-kun no Revenge R - Please, please! by Ayaka Ohashi",hard,hard,Masamune-kun no Revenge R,Masamune-kun's Revenge R,Summer 2023,"Please, please!",Ayaka Ohashi,42,"89,424",,,,,Comedy; Romance; Slice of Life,Love Triangle; Revenge; Tsundere; Heterosexual; Female Harem
"Mayonaka Punch - Gimme Gimme by Fairouz Ai, Yuina Ito, Hina Youmiya, Hitomi Ueda, Ai Kayano",hard,hard,Mayonaka Punch,Mayonaka Punch,Summer 2024,Gimme Gimme,"Fairouz Ai, Yuina Ito, Hina Youmiya, Hitomi Ueda, Ai Kayano",42,"88,755",,,,,Comedy; Supernatural,Primarily Female Cast; Female Protagonist; Vampire; Monster Girl; Urban Fantasy; Cohabitation
Megami no Café Terrace - Charge! by Hikari Codama,hard,hard,Megami no Café Terrace,The Café Terrace and Its Goddesses,Summer 2024,Charge!,Hikari Codama,42,"89,23",,,,,Comedy; Ecchi; Romance,Work; Primarily Female Cast; Male Protagonist; Female Harem; Maids; Heterosexual
Mushoku Tensei Isekai Ittara Honki Dasu - Inori no Uta by Yuiko Ohara,hard,hard,Mushoku Tensei: Isekai Ittara Honki Dasu,Mushoku Tensei: Jobless Reincarnation,Fall 2021,Inori no Uta,Yuiko Ohara,42,"87,216",,,,,Adventure; Drama; Ecchi; Fantasy,Isekai; Reincarnation; Magic; Male Protagonist; Rehabilitation; Coming of Age; Travel; Age Regression
Naruto Shippuuden - Kaze by Yamazaru,hard,hard,Naruto Shippuuden,Naruto Shippuuden,Winter 2007,Kaze,Yamazaru,42,"88,968",,,,,Action; Adventure; Comedy; Drama; Fantasy; Supernatural,Ninja; Shounen; Male Protagonist; Super Power; Tragedy; Orphan; Revenge; War; Martial Arts; Coming of Age; Conspiracy
Owarimonogatari - Yuudachi Houteishiki by Marina Inoue,hard,hard,Owarimonogatari,Owarimonogatari,Fall 2015,Yuudachi Houteishiki,Marina Inoue,42,"88,512",,,,,Drama; Mystery; Psychological; Supernatural,Philosophy; Urban Fantasy; Male Protagonist; Primarily Teen Cast; Vampire; Tragedy; Detective
Qualidea Code - Brave Freak Out by LiSA,hard,hard,Qualidea Code,Qualidea Code,Summer 2016,Brave Freak Out,LiSA,42,"90,048",,,,,Action; Fantasy; Supernatural,Aliens; Super Power
